chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
17 13043 0 0
17 51088 2.5908669145 0.0985695317621525
17 52467 2.5883019704 0.102138800179334
17 53011 2.5894521262 0.103547462135987
17 53206 2.587969284 0.104052116146367
17 57026 2.6003514829 0.113985458811045
17 58275 2.6125936534 0.117248588284141
17 58449 2.6242878381 0.117705214367971
17 58980 2.7600396252 0.119170795408952
17 59667 3.5761355129 0.121627600506314
17 59717 3.7888071913 0.121817040865879
17 60225 3.7884316807 0.123741564159675
17 60532 5.4956847026 0.125428739363373
17 62484 6.5968161288 0.138305724446791
17 62526 7.8292824143 0.138634554308191
17 62646 8.8746559937 0.139699513027435
17 63098 8.8907988732 0.143718154118122
17 65351 5.7241939613 0.156614763112931
17 66675 2.804877519 0.160328420948087
17 73263 4.5396672151 0.190235748561165
17 73422 4.7022589836 0.190983407739558
17 78232 4.8704115859 0.214410087467737
17 78382 4.9689507136 0.215155430074777
17 81136 4.9854484147 0.228885355008861
17 81461 4.997460342 0.230509529620011
17 81765 4.9994775364 0.232029370791076
17 82081 5.0034680846 0.23361046670581
17 82969 5.0073613465 0.238057003581502
17 83173 5.0085995958 0.239078757899045
17 83196 5.0082692276 0.23919394809128
17 84782 5.0086092476 0.247137602357973
17 86350 5.0089288918 0.254991602860316
17 86502 5.0096311963 0.255753066802153
17 86633 5.0145633255 0.256409974597794
17 86802 5.0135592736 0.257257266115032
17 87081 5.0123138046 0.258655701666516
17 87542 5.010141435 0.260965376868051
17 87755 4.995995126 0.262029523829889
17 87761 4.9811163122 0.262059410527762
17 87769 4.9803235338 0.262099253116032
17 88525 4.9417825252 0.265835240705084
17 88813 4.7293585019 0.267197295953631
17 88828 4.4788677913 0.2672644789705
17 88988 3.7311885981 0.267861469146196
17 89183 3.1178047281 0.268469441068176
17 90429 3.0999044069 0.272331921959173
17 95631 3.5372843512 0.290732875154116
17 102911 3.3988786851 0.315476711981644
17 108420 4.63170578 0.340992779123664
17 108849 5.3529698876 0.343289203205444
17 109300 5.3591002154 0.345706157402589
17 109329 5.363245368 0.345861691518261
17 109700 5.7065625372 0.347978826219563
17 110025 16.3488460918 0.353292201199398
17 110579 40.288526229 0.375612044730264
17 110643 40.6337507021 0.378212604775198
17 110908 41.6698595593 0.389255117558412
17 111030 41.7978868679 0.394354459756296
17 111099 41.8267006731 0.39724050210274
17 111223 41.8267006731 0.402427012986205
17 111250 41.8267006731 0.403556333904378
17 113034 41.8267006731 0.478175167905189
17 113093 41.8267006731 0.480642943244902
17 113390 18.1833174359 0.486043388523364
17 113682 18.1833174359 0.491352917214647
17 113794 16.6324373104 0.493215750193411
17 113886 15.2806616298 0.494621571063353
17 114669 15.280656221 0.506586324884396
17 116026 15.2820437173 0.527324058208772
17 120174 15.2840034594 0.590722104558363
17 125892 15.2840034594 0.678116036339213
17 126701 15.2780333369 0.690475965308765
17 128389 2.919965499 0.695404867071077
17 129225 2.921434738 0.697847186512045
17 129457 2.9249017025 0.698525763707025
17 130606 2.9414193551 0.701905454546035
17 131435 2.9454910792 0.704347266650691
17 131828 2.9560830909 0.705509007305415
17 132560 3.1267699197 0.707797802886636
17 132994 10.7520459861 0.712464190844603
17 135310 10.7571123021 0.737377662936266
17 139045 13.2786826653 0.786973542691162
17 139334 13.4778783734 0.790868649541075
17 139357 13.5921177595 0.791181268249543
17 139937 13.5960063829 0.799066951951625
17 141035 13.5951101277 0.81399438287184
17 142930 13.5984648403 0.839763473744208
17 146428 13.603341464 0.88734796218528
17 149172 13.6025577907 0.92467338076296
17 151656 13.6002545043 0.958456412951642
17 152286 13.6002545043 0.967024573289351
17 152362 13.5996521584 0.96805814685339
17 155494 13.5996521584 1.01065225741350
17 159851 13.6000894398 1.06990784710271
17 163278 13.5994236288 1.11651307187860
17 168610 13.5994236288 1.18902519866737
17 172350 9.3904241483 1.22414538498201
17 172537 6.5626507084 1.22537260066448
17 172683 4.7347629419 1.22606387605400
17 172852 4.6405022537 1.22684812093487
17 173906 4.7785732297 1.23188473711898
17 174121 5.5548959855 1.23307903975586
17 179396 10.9330365969 1.29075080780451
17 179777 11.0321694208 1.29495406435383
17 182504 11.0363160168 1.32505009813164
17 183238 11.0363160168 1.33315075408798
17 188593 4.7969891871 1.35883863118490
17 193188 4.7940393844 1.38086724215621
17 198072 4.7987071708 1.4043041279784
17 198273 4.8023446347 1.40526939924998
17 198427 4.8023446347 1.40600896032372
17 198698 4.8035107728 1.40731071174315
17 200559 4.8035107728 1.41625004529133
17 200852 4.8035107728 1.41765747394776
17 204759 5.0026624644 1.43720287619617
17 209814 5.4764105087 1.46488613131765
17 210080 5.7622370387 1.46641888636994
17 210103 6.0865433336 1.46655887686662
17 210420 6.3017042244 1.46855651710575
17 212731 6.2890868804 1.48309059688635
17 214402 6.2716352435 1.49357049937824
17 216763 5.9527878692 1.50762503153742
17 217829 5.6246566781 1.51362091555628
17 217867 5.5689688711 1.51383253637338
17 218145 4.3817136098 1.51505065275691
17 218466 3.633974578 1.51621715859644
17 218709 1.1376295144 1.51649360256844
17 219586 0.9834745411 1.51735610974099
17 220385 0.9759600264 1.51813590180208
17 221278 0.9770437583 1.51900840187824
17 222684 0.9798748566 1.52038610592662
17 222982 0.9802102457 1.52067820857984
17 223128 0.9822303623 1.52082161421274
17 226749 1.080052583 1.52473248461578
17 228677 1.0900950247 1.5268341878234
17 228978 1.1076090562 1.52716757814932
17 233410 1.1123716427 1.53209760926976
17 237667 1.1035227014 1.53679530540962
17 241835 1.0365000324 1.54111543754467
17 245185 0.932767003 1.54424020700472
17 245312 0.8350647623 1.54434626022953
17 245355 0.7490120378 1.54437846774715
17 257557 0.7429554554 1.55344401021395
17 262623 0.7235345756 1.55710943637393
17 265516 0.7191614528 1.55918997045689
17 270933 1.2715957332 1.56607820454363
17 272312 17.7953681705 1.59061801725075
17 276016 17.7953681705 1.65653206095428
17 276933 17.7649220001 1.67282249442837
17 277602 2.7819333798 1.67468360785946
17 278133 1.6546742406 1.67556223988122
17 278302 0.5112482818 1.67564864084084
17 280946 0.5120371808 1.67700246714688
17 281046 0.5143257918 1.67705389972606
17 285277 0.6383077986 1.67975458002193
17 285476 0.7648781338 1.67990679077056
17 285676 0.8012050133 1.68006703177322
17 286539 0.8128164321 1.68076849235412
17 286649 0.8182895196 1.68085850420128
17 287363 0.8145953407 1.68144012527454
17 288148 0.8031515651 1.68207059925314
17 288186 0.800719083 1.68210102657830
17 290362 0.7998182671 1.68384143112750
17 290460 0.7992328044 1.68391975594234
17 291976 0.7987544828 1.68513066773826
17 293138 0.7537444173 1.68600651875116
17 294257 0.6607189907 1.68674586330176
17 295283 0.5502896858 1.68731046051939
17 397752 1.839241089 1.87577565566813
17 398048 2.8554871466 1.87662087986352
17 398107 4.3696501217 1.87687868922070
17 400959 5.8058189006 1.89343688472521
17 401847 5.9993752852 1.89876432997847
17 402843 5.9198765958 1.90466052706789
17 404617 2.7283111546 1.90950055105615
17 407465 0.3756842775 1.91057049987847
17 410451 0.209731018 1.91119675669822
17 411369 0.2076103707 1.91138734301852
17 414003 0.2090149088 1.9119378882883
17 415667 0.2151469292 1.91229589277849
17 420033 0.2149014221 1.91323415238738
17 420165 0.214538232 1.913262471434
17 420467 0.2143979243 1.91332721960714
17 421316 0.2141917155 1.91350906837360
17 421437 0.2139486116 1.9135349561556
17 421755 0.2138220755 1.91360295157561
17 422896 0.2134992038 1.91384655416715
17 423051 0.2135477037 1.91387965406122
17 424880 0.21245579 1.91426823570113
17 425099 0.2112180578 1.91431449245579
17 426116 0.2106483347 1.91452872181218
17 426751 0.2102665173 1.91466224105066
17 428071 0.2123476637 1.91494253996675
17 428247 0.2146529147 1.91498031887973
17 428594 0.2204507336 1.91505681528429
17 430245 0.5076295062 1.91589491159903
17 431590 0.3916622779 1.91642169736281
17 432471 0.2248477051 1.916619788191
17 433001 0.1465097974 1.91669743838362
17 434249 0.1372643183 1.91686874425286
17 434610 0.1348716527 1.91691743291948
17 435896 0.1346401578 1.91709058016241
17 436221 0.1345239711 1.91713430045302
17 436308 0.1343549432 1.91714598933308
17 436848 0.1343073584 1.91721851530662
17 436900 0.134273297 1.91722549751806
17 439124 0.1340599175 1.91752364677458
17 440487 0.1341109073 1.91770643994123
17 440497 0.1340766001 1.91770778070723
17 441275 0.1336425113 1.91781175458102
17 446011 0.1361722633 1.91845666642001
17 446162 0.1373253746 1.91847740255158
17 448042 3.0186585987 1.92415248071713
17 452690 2.9892339119 1.93804643993964
17 452898 2.9445354992 1.93865890332348
17 454985 2.944377253 1.94480381865049
17 455814 2.9312732617 1.94723384418444
17 462323 2.6528370598 1.96450116060668
17 463043 2.5909238092 1.9663666257493
17 463843 2.5352801888 1.96839484990034
17 464259 2.4201999614 1.96940165308428
17 464832 1.5130680624 1.97026864108404
17 465333 0.6951935035 1.97061693302929
17 465775 0.2080613486 1.97070889614537
17 466471 0.1687618513 1.97082635439388
17 467957 0.1588417504 1.97106239323497
17 468192 0.1525778189 1.97109824902241
17 470314 0.1497556718 1.97141603055797
17 470333 0.1475577407 1.97141883415505
17 471903 0.147649107 1.97165064325304
17 476351 0.1479909838 1.97230890714898
17 477471 0.1484256096 1.97247514383173
17 486821 0.1484459378 1.97386311335016
17 487437 0.1484553704 1.97395456185833
17 488260 0.1484676042 1.97407675069658
17 488606 0.149296523 1.97412840729354
17 488725 0.1493332682 1.97414617795246
17 489043 0.1486242023 1.97419344044879
17 489431 0.1486482267 1.97425111596075
17 490016 0.1486252628 1.97433806173949
17 490308 0.1486270233 1.97438146083029
17 490856 0.1486711217 1.97446293260498
17 490977 0.1486497304 1.97448091922236
17 491251 0.1486497304 1.97452164924849
17 491724 0.148708988 1.97459198859981
17 499743 0.1487385055 1.97578472267542
17 503185 0.1524729491 1.97630953456622
17 503759 0.2600032524 1.97645877643310
17 504218 0.7479341056 1.97680207818757
17 504459 1.1499782903 1.97707922295553
17 504978 1.2519263644 1.97772897273865
17 505162 1.816410205 1.97806319221637
17 505227 2.3867444762 1.97821833060733
17 505250 2.8579239164 1.97828406285740
17 505771 1.2896341108 1.97895596222913
17 505870 0.9869207831 1.97905366738666
17 506808 0.3607016311 1.97939200551663
17 507038 0.1348314667 1.97942301675397
17 509519 0.1375523964 1.97976428424944
17 509833 0.1373929797 1.97980742564506
17 510707 0.2890600142 1.98006006409748
17 511156 0.1826727308 1.98014208415360
17 511190 0.1505028109 1.98014720124917
17 514680 0.1504611183 1.98067231055204
17 517311 0.1504304025 1.98106809294102
17 517419 3.4939199832 1.98144543629920
17 517521 0.1629244469 1.98146205459279
17 517907 0.1388874409 1.98151566514498
17 518070 0.1388916842 1.9815383044895
17 518120 0.1124167825 1.98154392532863
17 519325 0.090836302 1.98165338307254
17 520314 0.0824751797 1.98173495102526
17 524297 0.0822858696 1.98206269564388
17 524326 0.0821828407 1.98206507894626
17 524391 0.0819655645 1.98207040670795
17 526907 0.0823251781 1.98227753685605
17 527671 0.0832882594 1.98234116908623
17 528868 0.0844358947 1.98244223885219
17 529136 0.0854438234 1.98246513779686
17 529595 0.087310759 1.98250521343524
17 529836 0.0896518402 1.98252681952873
17 529872 0.0896518402 1.98253004699497
17 530339 0.0915026819 1.98257277874742
17 531558 0.1054552463 1.98270132869266
17 531729 0.1227530047 1.98272231945646
17 532103 0.166517963 1.98278459717463
17 533508 0.321834818 1.98323677509392
17 533588 0.321834818 1.98326252187936
17 534050 0.2716864139 1.98338804100258
17 534525 0.037568468 1.98340588602488
17 535441 0.0243416615 1.98342818298681
17 535527 0.0094709572 1.98342899748913
17 536198 0.0065432643 1.98343338801948
17 536414 0.0041005773 1.98343427374417
17 537037 0.0035390879 1.98343647859593
17 548503 0.0035390879 1.98347705777780
17 554080 0.0035390879 1.98349679527101
17 554513 0.0035390879 1.98349832769608
17 556772 0.0035390879 1.98350632249564
17 556884 0.0035390879 1.98350671887349
17 558051 0.0035527166 1.98351086489376
17 559539 0.0047365288 1.98351791284861
17 559888 0.0117627643 1.98352201805335
17 560423 0.122380313 1.98358749152081
17 560604 0.3090273826 1.98364342547706
17 560851 0.49997246 1.98376691867468
17 562138 0.4044046987 1.98428738752191
17 562244 0.3250429891 1.98432184207875
17 562433 0.2468514776 1.98436849700802
17 562478 0.2695816408 1.98438062818185
17 562495 0.2839389478 1.98438545514397
17 562507 0.2209358158 1.98438810637375
17 563338 0.2183019389 1.98456951528498
17 563767 0.2183019389 1.98466316681677
17 567955 0.1227686173 1.98517732178602
17 568153 0.0369724506 1.98518464233124
17 568570 0.0196371381 1.98519283101783
17 569616 0.020249704 1.98521401220821
17 570388 0.0229502008 1.98523172976323
17 571631 0.0644608179 1.98531185455988
17 571840 0.1355806811 1.98534019092223
17 573714 0.1358993856 1.98559486637084
17 573970 0.1167647702 1.98562475815201
17 574045 0.093723304 1.98563178739981
17 574982 0.093723304 1.98571960613566
17 575504 0.1231588274 1.98578389504357
17 576517 0.137530765 1.98592321370851
17 576740 0.1534583145 1.98595743491264
17 577159 0.120665181 1.98600799362348
17 577161 0.0867124995 1.98600816704848
17 577795 0.0811856726 1.98605963876491
17 577890 0.0747190813 1.98606673707763
17 577963 0.0705071724 1.98607188410122
17 578180 0.0669761826 1.98608641793284
17 578510 0.0635741371 1.98610739739809
17 578587 0.0604296118 1.98611205047820
17 578681 0.0563054611 1.98611734319154
17 579293 0.0517279828 1.98614900071701
17 579370 0.0517279828 1.98615298377169
17 579632 0.047026981 1.98616530484071
17 579729 0.0424701677 1.98616942444698
17 579776 0.0367128072 1.98617114994891
17 580479 0.0331161948 1.98619443063386
17 584273 0.0327310893 1.98631861238666
17 584338 0.0325183703 1.98632072608073
17 584999 0.0323585481 1.98634211508103
17 585170 0.0321106677 1.98634760600520
